userid	cond	rnd	qnum	store1a	store1b	store1c	store1d	store2a	store2b	store2c	store2d	store3a	store3b	store3c	store3d	store4a	store4b	store4c	store4d	tlag	tlog	cor	choice
1773	1	1	67	93.04	34.05	70.61	87.03	92.72	25.93	56.35	94.13	95.06	27.01	70.08	88.32	90.49	25.1	66.28	94	72	4.276666119	0	4
1773	1	1	68	76.96	86.56	45.68	89.85	76.07	80.9	56.17	87.26	69.86	88.66	58.7	84.28	71.33	86.74	45.32	89.36	90	4.49980967	1	4
1773	1	1	69	31.64	64.72	87.69	43.23	23.09	63.79	79.36	44.86	37.53	65.03	85.91	45.65	33.52	59.42	79.94	43.09	70	4.248495242	0	4
1773	1	1	70	111.62	111.07	29.79	79.99	112.97	106.9	34.96	80.79	106.41	100.7	31.13	79.79	109.04	102.5	34.47	78.6	76	4.33073334	0	4
1773	1	1	71	100.88	94.71	99.1	63.44	101.59	100.36	103.24	60.58	94.74	99.3	108.27	57.03	93.03	95.62	100.94	53.45	76	4.33073334	1	4
1773	1	1	72	55.02	22.23	61.38	110.74	55.68	23.01	52.34	104.92	50.93	14.43	58.39	104.06	56.03	29.65	63.81	112.87	70	4.248495242	0	4
1773	1	1	73	18.47	103.6	50.75	71.37	20.05	108.34	48.04	78.09	30.66	105.62	59.36	82.42	31.11	112.64	49.6	78.14	78	4.356708827	0	4
1773	1	1	74	86.63	63.18	94.34	50.62	81.76	65.49	90.34	51.34	89.13	69.25	90.62	41.89	76.11	70.73	91.61	40.09	76	4.33073334	1	4
1773	1	1	75	33.08	45.62	42.01	57.92	31.28	45.11	37.24	51.42	30.21	54.5	44.79	48.96	40.8	44.11	49.63	47.44	72	4.276666119	0	4
1773	1	1	76	101.81	66.78	101.01	60.37	104.71	70.33	99.4	63.91	96.63	64.26	100.41	60.25	99.06	67.95	104.59	60.36	72	4.276666119	0	4
1773	1	1	77	34.32	89.71	85.68	51.14	40.98	82.72	89.79	51.76	29.22	81.11	93.61	50.97	36.08	88.33	88.24	48.8	88	4.477336815	0	4
1773	1	1	78	89.88	105.56	70.15	102.92	83.99	103.18	78.43	108.66	89.01	108.22	72.78	108.32	90.55	103.21	77.88	115.99	70	4.248495242	0	4
1773	1	1	79	112.71	89.5	88.01	56.32	109.83	87.91	82.04	57.51	114.49	85.32	88.3	59.97	111.85	88.31	96.02	56.85	73	4.290459441	0	4
1773	1	1	80	84.11	71.72	116.99	33.36	84.97	69.37	114.76	43.83	83.76	69.62	107.19	37.46	82.22	68.11	115.08	41.45	70	4.248495242	0	4
1773	1	1	81	19.73	113.3	48.67	75.89	23.43	112.14	47.8	64.24	23.74	111.71	54.81	74.66	23.97	111.73	57.04	73.42	73	4.290459441	0	4
1773	1	1	82	81.68	97.18	63.15	79	78.97	93.93	54.16	79.84	72.34	96.59	59.54	71.2	69.64	93.92	56.2	73.41	175	5.164785974	1	4
1773	1	1	83	37.79	24.1	60.77	89.5	42.31	21.51	68.31	104.71	33.64	19.52	60.48	90.92	39.22	20.96	58.78	97.52	120	4.787491743	0	4
1773	1	1	84	113.73	13.52	56.74	59.32	113.25	11.59	60.85	59.3	110.12	16.99	52.15	55.29	122.31	11.62	57.7	60.74	80	4.382026635	0	4
1773	1	1	85	80.25	119.58	30.87	63.98	77.94	116.84	28.24	68.88	79.79	112.68	34.13	71.84	75.33	113.07	32.18	65.36	87	4.465908119	1	4
1773	1	1	86	115.33	32.03	82.26	85.99	111	26.75	77.46	87	106.42	28.35	73.81	87.63	113.68	31.85	82.48	84.47	88	4.477336815	0	4
1773	1	1	87	81.39	22.14	38.96	103.33	72.75	23.63	35.71	103.89	76.71	29.82	26	97.67	70.96	29.79	31.59	110.33	78	4.356708827	0	4
1773	1	1	88	15.47	113.67	110.69	62.86	21.35	113.5	105.08	69.92	24.49	117.88	109.71	68.35	21.12	114.96	109.88	77.84	84	4.430816799	0	4
1773	1	1	89	16.43	48.81	48.47	78.76	20.07	52.06	52.27	84.06	17.89	54.24	57.76	85.87	15.7	57.58	54.82	82.99	78	4.356708827	0	4
1773	1	1	90	85.11	19.1	67.4	85.98	79.37	15.61	73.24	97.24	81.54	22.48	81.51	89.73	85.97	20.98	75.65	96.27	76	4.33073334	0	4
1773	1	1	91	101.54	61.36	66.26	48.66	94.19	57	62.92	40.9	95.74	63.95	62.53	51.08	90.11	57.54	73.1	51.11	97	4.574710979	0	4
1773	1	1	92	67.12	88.65	82.25	43.58	56.07	86.56	89.89	40.31	68.68	88.75	87.29	36.25	65.46	89.62	94.03	47.36	74	4.304065093	0	4
1773	1	1	93	73.81	26.21	42.64	98.6	70.35	18.03	56.07	93.11	63.61	21.63	46.86	95.12	75.65	25.49	51.13	99.66	92	4.521788577	0	4
1773	1	1	94	16.32	112.36	19.5	76.09	18.38	109.5	21.42	82.68	21	112.97	21.58	84.59	12.8	110.29	27.64	80.91	72	4.276666119	0	4
1773	1	1	95	101.29	14.49	61.34	21.35	104.69	19.37	63.6	16.59	95.78	14.66	60.75	17.01	92.73	11.93	55.01	20.75	79	4.369447853	1	4
1773	1	1	96	29.48	99.95	27.85	66.1	19.19	87.27	32.68	70.07	19.49	101.1	27.32	73.61	27.11	92.08	27.58	68.91	74	4.304065093	0	4
1773	1	1	97	112.95	22.01	89.55	16.86	104.33	29.98	80.81	24.41	107.48	25.09	87.61	12.94	110.7	32.05	92.29	13.72	90	4.49980967	0	4
1773	1	1	98	47.27	80.82	112.46	58.42	47.32	72.4	106.94	60.42	61.1	78.8	115.93	54.34	53.47	73.77	113.36	55.52	73	4.290459441	0	4
1773	1	1	99	18.7	29.28	57.87	22.27	13.3	23.47	62.44	16.84	14.88	29.67	64.32	16.31	17.85	25.71	61.97	25.09	77	4.343805422	0	4
1773	1	1	100	106.34	104.05	76.92	80.03	107.53	107.11	75.89	73.82	98.71	111.4	77.22	70.02	112.88	113.82	82.95	77.1	72	4.276666119	0	4
1773	1	1	101	109.38	101.46	60.36	71.9	112.57	108.15	52.67	71.32	115.06	109.84	61.17	67.7	107.41	107.48	50.47	68.55	77	4.343805422	1	4
1773	1	2	1	96.8	38.44	114.51	107.26	90.06	37.03	115.11	102.49	96.08	41.72	111.91	104.86	97.54	36.6	111.66	105	55	4.007333185	0	4
1773	1	2	2	44.51	42.44	41.86	99.97	42.87	42.56	36.94	111.16	41.14	41.15	37.4	100.11	44.56	51.34	37.56	111.54	81	4.394449155	0	4
1773	1	2	3	93.66	24.78	81.26	107.07	98.61	27.78	70.81	102.19	96.9	26.13	83.72	112.74	103.33	27.02	78.84	102.5	76	4.33073334	0	4
1773	1	2	4	36.55	114.21	51.71	33.2	37.2	106.18	54.63	36.25	35.41	97.41	52.15	31.92	38.53	114.17	50.69	38.05	75	4.317488114	0	4
1773	1	2	5	91.64	29.73	92.95	27.2	96.01	22.79	88.27	39.42	97.43	28.55	97.21	33.5	96.82	27.35	94.76	36.33	73	4.290459441	0	4
1773	1	2	6	95.77	31.59	100.11	35.53	92.01	35.11	118.24	26.7	94.57	36.82	111.3	33.48	88.95	36.11	113.84	36.84	70	4.248495242	0	4
1773	1	2	7	111.34	57.22	93.41	100.73	108.99	59.1	97.41	100.38	108.53	59.18	86.43	96.44	106.99	60.91	91.58	98.93	70	4.248495242	0	4
1773	1	2	8	98.48	32.12	22.84	74.87	99.73	30.02	19.66	73.55	103.21	33.16	28.87	78.97	96.51	34.06	27.15	75.2	68	4.219507705	0	4
1773	1	2	9	40.28	95.87	95.86	87.93	43.21	98.47	99.6	88.47	41.97	92.88	108.87	98.09	43.76	95.69	94.93	89.94	70	4.248495242	0	4
1773	1	2	10	26.93	13.01	34.09	41.33	26.75	21.25	27.22	40.05	27.81	9.91	23.33	34.74	27.85	24.62	19.2	32.6	69	4.234106505	0	4
1773	1	2	11	92.95	38.99	62.98	46.25	93.26	27.34	57.64	44.26	100.5	29.23	65.47	52.15	97.96	34.37	63.85	46.19	106	4.663439094	0	4
1773	1	2	12	99.33	51.15	86.52	87.2	93.39	48.82	85.7	81.6	98.83	50.2	79.56	79.33	91.52	44.06	73.02	90.74	69	4.234106505	1	4
1773	1	2	13	48.75	54.59	74.9	90.33	54.7	56.82	67.77	95.51	57.77	62.46	80.58	89.5	51.39	54.34	80.84	101.7	72	4.276666119	0	4
1773	1	2	14	59.79	83.16	51.22	56.96	73.89	92.45	56.31	55.82	70.65	86.88	48.91	63.49	68.04	88.35	56.07	63.45	67	4.204692619	0	4
1773	1	2	15	54.05	65.35	81.16	91.99	63.98	72.73	79.66	97.17	56.37	71.51	70.02	88.23	56.77	77.65	81.83	87.66	84	4.430816799	0	4
1773	1	2	16	86.39	55.29	35.69	97.3	96.46	51.55	46.69	102.5	91.58	52.49	39.14	100.13	89.86	53.15	50.24	96.78	73	4.290459441	0	4
1773	1	2	17	72.11	58.64	70.75	80.24	68.52	65.57	66.45	91.39	67.85	60.01	61.01	93.59	65.77	61.05	64.17	82.46	77	4.343805422	1	4
1773	1	2	18	41.13	43.53	63.91	37.05	45.22	45.2	72.92	33.62	43.88	49.24	64.47	34.36	41.34	43.79	71.87	38.97	73	4.290459441	0	4
1773	1	2	19	95.18	46.52	54.1	71.29	94.68	40.52	52.66	67.49	102.68	46.27	62.24	68.03	98.98	45.98	56.68	61.68	74	4.304065093	0	4
1773	1	2	20	69.97	53.52	66.27	87.28	80.25	52.2	69.52	83.35	73.74	49.04	65.54	73.46	68.82	45.31	71.73	80.44	76	4.33073334	0	4
1773	1	2	21	74.4	95.74	43.08	28.53	65.73	97.45	42.31	21.99	80.27	93.28	43.82	21.2	75.94	88.55	39.59	28.08	81	4.394449155	0	4
1773	1	2	22	92.77	20.61	89.6	51.2	97.54	20.99	79.47	48.06	101.3	23.47	79.43	46.94	94.53	22.43	89.02	53.8	102	4.624972813	0	4
1773	1	2	23	71.89	27.74	42.98	62.53	71.91	30.93	48.81	68.57	66.97	28.73	45.3	59.93	75.12	29.59	44.59	61.62	88	4.477336815	0	4
1773	1	2	24	73.35	89.83	17.17	114.25	79.05	89.75	14.15	106.28	70.63	93.81	9.66	106.45	76.69	99.54	21.4	113.83	116	4.753590191	0	4
1773	1	2	25	70.67	48.63	22.56	111.06	70.37	40.2	25.03	108.14	66.07	34.99	25.69	108.22	63.94	44.58	34.78	109.43	81	4.394449155	0	4
1773	1	2	26	19.48	65.88	38.7	64.03	32.65	76.3	33.39	68.75	19.72	71.04	46.2	65.85	19.42	70.74	34.95	67.53	91	4.510859507	0	4
1773	1	2	27	14.73	49.24	103.98	89.06	15.22	49.2	93.27	88.77	17.8	49.13	103.39	77.27	20.75	43.71	96.72	75.83	90	4.49980967	1	4
1773	1	2	28	32.85	43.19	90.32	90.32	32.16	38.18	85.47	88.38	30.52	45.8	85.45	91.18	32.79	39.8	94.18	94.05	80	4.382026635	0	4
1773	1	2	29	78.97	25.05	32.86	38.68	69.49	36.56	37.27	45.72	67.31	32.88	34.28	35.48	74.83	31.86	30.39	42.35	95	4.553876892	0	4
1773	1	2	30	29.08	75.83	94.63	45.13	27.34	72.61	97.1	40.3	20.92	78.44	82.22	40.69	32.8	70.21	92.06	44.77	85	4.442651257	0	4
1773	1	2	31	39.24	26.25	18.26	39.24	37.16	25.57	14.21	51.45	44.7	32.7	21.67	48.42	46.41	28.59	19.24	47.68	115	4.744932128	0	4
1773	1	2	32	17.74	97.6	120.65	62.61	11.88	96.49	111.42	51.78	14.73	98.99	109.81	64.79	21.39	95.1	109.99	53.22	92	4.521788577	0	4
1773	1	2	33	42.33	17.72	22.67	67.26	33.14	14.25	14.71	65.59	37.02	19.69	18.29	58.86	36.65	18.14	20.12	67.72	73	4.290459441	0	4
1773	1	2	34	42.35	41.95	23.83	99.12	33.42	36.42	28.02	102.31	41.71	37.16	19.91	96.08	36.46	37.32	17.8	95.14	120	4.787491743	1	4
1773	1	2	35	43.97	29.02	110	96.43	53.27	35.27	112.82	104.96	40.23	29.67	108.31	106.74	47.65	39.45	113.33	105.53	78	4.356708827	0	4
1773	1	2	36	22.34	72.03	28.07	73.21	23.51	78.66	22.91	73.57	17.54	72.36	32.67	79.37	19.81	69.41	31.76	68.44	128	4.852030264	1	4
1773	1	2	37	48.81	64.39	65.63	57.65	44.36	76.01	56.03	53.59	49.26	73.15	57.36	49.2	42.45	66.14	62.62	51.38	78	4.356708827	1	4
1773	1	2	38	113.1	90.7	45.7	115.61	117.67	79.19	48.57	109.4	113.87	93.68	46.67	111.63	117.21	93.57	44.58	123.24	90	4.49980967	0	4
1773	1	2	39	80.47	52.77	26.37	39	74.11	58.53	35.26	42.68	79.94	55.29	24.49	30.58	75.02	56.53	35.16	32.73	75	4.317488114	0	4
1773	1	2	40	65.94	110.48	17.5	19.24	65.33	103.67	23.88	15.86	68.26	109.9	8.95	12.03	68.34	111.71	15.4	11.82	76	4.33073334	0	4
1773	1	2	41	91.46	87.78	60.44	85.72	79.19	89.57	62.89	80.6	89.07	85.99	62.18	82.38	90.28	93.6	61.56	84.2	80	4.382026635	0	4
1773	1	2	42	28.12	83.59	92.68	89.21	31.89	77.43	86.17	81.18	44.22	79.49	84.95	81.94	36.83	85.43	89.81	88.68	79	4.369447853	0	4
1773	1	2	43	83.28	97.74	27.54	50.29	95.21	90.58	32.71	52.95	84.37	99.79	26.37	43.31	82.06	95.06	23.89	47.64	75	4.317488114	1	4
1773	1	2	44	82.83	81.93	68.87	102.81	78.66	85.5	61.23	95.78	91.18	80.6	58.58	94.89	88.27	76	57.83	90.48	74	4.304065093	1	4
1773	1	2	45	98.33	95.64	50.76	82.33	96.69	97.68	49.96	82.48	100.5	85.94	52.42	79.25	93.17	93.27	65.63	82.05	73	4.290459441	0	4
1773	1	2	46	109.21	97.09	22.18	39.52	112.89	102.6	23.26	32.26	114.54	101.07	22.16	36.62	102.14	104.38	15.93	36.08	106	4.663439094	1	4
1773	1	2	47	79.96	99.16	106.68	68.67	77.12	101.67	101.32	59.14	79.06	108.39	105.13	63.28	85.33	95.28	111.71	63.63	74	4.304065093	0	4
1773	1	2	48	72.31	70.35	107.1	51.02	67.77	73.14	104.9	45.41	65.6	78.43	106.47	45.05	59.9	71.25	104.99	46.52	79	4.369447853	1	4
1773	1	2	49	12.45	30.69	85.27	73.32	18.91	38.06	94.92	70.07	18.59	35.75	88.75	75.67	19.19	32.86	88.49	75.77	76	4.33073334	0	4
1773	1	2	50	73.16	42.69	26.62	101.17	62.45	41.21	27.24	112.23	59.62	39.9	18.71	100.29	64.92	36.92	30.35	95.03	75	4.317488114	0	4
1773	1	2	51	51.04	27.28	69.96	37.49	55.4	27.03	72.29	39.6	54.57	21.34	76.94	33.86	54.36	22.43	63.78	29.04	76	4.33073334	1	4
1773	1	2	52	98.68	104.74	72.12	26	91.98	110.58	69.8	31.89	95.81	102.39	72.54	24.62	92.52	111.45	71.78	27.04	77	4.343805422	0	4
1773	1	2	53	31.88	80.67	47.62	39.57	30.88	93.45	48.43	39.25	29.4	83.15	42.84	32.5	31.37	85.11	48.82	41.22	77	4.343805422	0	4
1773	1	2	54	71.77	46.87	113.43	63.75	55.38	54.72	108.54	55.73	67.28	52.48	108.04	62.55	71.97	44.53	105.5	60.16	82	4.406719247	0	4
1773	1	2	55	52.07	67.31	68.56	35.13	50.58	56.88	71.78	37.7	56.44	63.87	72.98	43.4	61.7	56.73	68.28	37.25	78	4.356708827	0	4
1773	1	2	56	81.24	19.09	48.83	24.84	85.58	16.79	55.85	17.3	81.11	16.45	41.73	20.72	86.45	25.58	54.14	24.17	78	4.356708827	0	4
1773	1	2	57	39.66	58.32	36.51	56.93	40.66	51.58	34.18	60.86	39.97	50.87	37.36	55.59	27.76	57.77	30.28	59.28	79	4.369447853	1	4
1773	1	2	58	77.85	71.12	101.03	111.87	79.47	69.63	110.58	112.35	88.31	70.27	106.57	108.01	85.09	73.69	108.8	111.07	77	4.343805422	0	4
1773	1	2	59	43.61	109.5	68.65	74.93	48.22	106.47	70.95	71.8	45.22	116.21	69.41	75.27	42.91	113.42	66.38	66.61	75	4.317488114	1	4
1773	1	2	60	84.28	82.36	37.17	39.65	83.86	95.76	23.99	28.77	85.8	89.6	33.95	35.45	92.96	97.64	28.98	35.01	85	4.442651257	0	4
1773	1	2	61	53.84	51.36	75.59	46.26	51.29	55.19	70.83	40.78	48.34	56.64	75.99	45.82	61.42	53.56	71.55	45.78	81	4.394449155	0	4
1773	1	2	62	35.17	81.92	78.84	65.15	35.52	77.42	79.79	66.7	32.49	79.77	69.71	66.28	41.07	85.89	72.66	72.36	84	4.430816799	0	4
1773	1	2	63	101.2	19.09	61.4	75.26	98.86	26.03	65.99	65.25	100.45	13.6	61.4	67.82	108.52	22.74	54.24	70.49	83	4.418840608	0	4
1773	1	2	64	67.1	98.56	32.05	97.55	63.13	106.49	36.12	98.41	69.18	95.83	44.12	95.92	66.36	106.59	36.23	91.67	80	4.382026635	0	3
1773	1	2	65	37.47	32.54	13.55	33.43	40.83	32.01	22.05	39.85	37.57	33.21	17.39	39.03	40.38	30.22	16.3	41.61	79	4.369447853	0	4
1773	1	2	66	48.55	100.75	107.28	78.2	47.33	94.57	105.58	78.39	44.63	92.47	97.89	81.97	51.72	87.6	104.52	83.66	110	4.700480366	0	2
1773	1	2	67	65.38	36.3	52.98	79.47	58.05	40.8	58.07	76.41	50.68	36.27	53.14	84.41	54.09	49.92	53.05	77.23	81	4.394449155	1	3
1773	1	2	68	23.99	66.65	23.41	70.64	16.67	72.94	11.18	73.31	25.54	64.11	22.17	74.24	25.95	76.44	20.81	71.25	80	4.382026635	0	4
1773	1	2	69	68.59	79.59	54.05	109.28	72.31	64.78	46.52	103.94	65.7	78.29	45.25	116.09	65.69	70.47	41.21	102.61	83	4.418840608	0	3
1773	1	2	70	83.79	34.11	107.78	10.61	81.68	32.57	110.38	22.03	76.53	34.84	98.53	14.7	73.82	40.32	106.8	19.56	81	4.394449155	0	4
1773	1	2	71	31.71	76.37	94.56	75.93	36.33	61	103.35	78.65	33.47	69.46	97.78	83.4	30.16	65.19	88.96	80.2	81	4.394449155	0	3
1773	1	2	72	64.26	50.64	46.15	36.04	64.79	44.11	45.08	35.6	74.18	48.44	53.01	47.52	76.02	46.16	42.63	45.88	81	4.394449155	0	4
1773	1	2	73	30.26	65.24	65.76	49.68	29.78	61.22	63.91	43.91	35.77	64.64	68.22	42.85	31.4	62.07	75.93	49.64	98	4.584967479	0	3
1773	1	2	74	97.66	63.47	112.75	77.01	100.39	57.9	111.61	67.24	96.98	68.38	106.06	79.06	99.18	60.53	106.9	79.68	95	4.553876892	0	4
1773	1	2	75	96.72	109.53	48.32	77.99	99.26	111.88	53.01	80.31	95.34	113.4	57.5	78.15	102.28	113.79	53.17	77.76	82	4.406719247	0	4
1773	1	2	76	50.19	89.5	108.21	15.84	54.79	93.98	110.74	12.38	49.39	97.8	116.57	17.87	55.87	89.73	116.63	22.65	75	4.317488114	0	4
1773	1	2	77	70.51	37.23	102.36	55.5	68.3	34.08	104.89	45.62	75.84	39.98	109.99	50.18	64.56	37.74	103.16	58.57	98	4.584967479	0	1
1773	1	2	78	31.98	55.32	69.62	77.01	38.24	52.05	69.69	68.62	41.78	49.55	81.89	74.67	34.59	49.71	77.27	78.63	85	4.442651257	1	2
1773	1	2	79	37.97	101.02	107.43	84.02	47.38	103.66	103.22	94.77	51.86	113.32	113.48	87.02	50.99	105.96	111.83	93.27	83	4.418840608	0	2
1773	1	2	80	37.1	107.21	50.5	27.18	44.95	101.53	42.09	25.75	40.48	106.17	47.77	32.39	39.79	106.14	52.72	23.67	98	4.584967479	0	1
1773	1	2	81	32.4	38.29	12.52	82.58	19.9	41.1	7.12	79.92	28.95	37.04	9.22	83.93	25.22	35.21	18.55	80.24	85	4.442651257	0	4
1773	1	2	82	103.54	111.14	90.81	55.2	103.04	111.51	78.04	55.77	107.73	109.86	88.44	56.14	111.85	114.35	85.32	56.01	92	4.521788577	0	3
1773	1	2	83	70.01	101.08	82.06	77.37	76.23	101.58	95.15	70.38	73.57	109.46	91.89	73.37	71.85	106.92	86.12	75.08	77	4.343805422	0	4
1773	1	2	84	33.26	92.76	86.95	32.14	24.58	90.75	94.05	22.84	41.73	92.54	96.54	33.21	37.09	89.38	95.83	26.07	99	4.59511985	0	4
1773	1	2	85	73.96	46.15	69.91	81.78	63.64	34.99	75.3	82.68	73.15	43.57	69.59	84.96	66.41	47.22	80.78	90.53	82	4.406719247	0	4
1773	1	2	86	74.14	67.42	63.74	101.21	75.58	67.74	53.09	103.32	72.62	65.78	49.14	103.08	67.76	65.94	63.46	106.44	81	4.394449155	0	4
1773	1	2	87	34.37	104.93	29.37	106.4	36.36	115.88	34.98	100.51	36.02	107.06	33.89	105.55	33.39	116.92	20.21	96.56	83	4.418840608	1	4
1773	1	2	88	39.99	110.14	14.47	107.84	37.97	110.63	26.55	115.75	42.46	110.88	17.79	107.42	42.06	108.43	25.87	111.93	78	4.356708827	0	4
1773	1	2	89	106.26	43.55	91.2	68.98	105.56	43.5	91.07	74.75	111.48	52.29	89.77	69.14	106.2	51.51	93.52	70.3	85	4.442651257	0	4
1773	1	2	90	110.57	75.64	20.84	99.64	109.65	87.25	24.26	90.86	103.25	78.8	16.42	100.09	104.11	80.94	29.13	99.53	83	4.418840608	0	4
1773	1	2	91	89.61	22.82	103.55	84.47	83.33	21.79	93.87	83.5	79.75	26.34	105.66	86.94	87.17	21.18	101.27	86.07	84	4.430816799	0	4
1773	1	2	92	121.57	118.33	43	86.4	114.42	115.14	34.49	81.58	116.94	110.2	41.44	77.14	113.99	107.27	37.77	78.39	73	4.290459441	1	4
1773	1	2	93	73.33	78.23	76.06	35.02	60.71	79.37	85.13	32	71.99	80.95	83.43	37.33	77.61	80.8	85.45	35.39	78	4.356708827	0	4
1773	1	2	94	34.63	32.29	39.52	70.1	32.06	31.51	33.96	73.02	25.42	25.41	31.68	66.79	27.7	30.86	44.75	79.87	80	4.382026635	0	4
1773	1	2	95	15.27	79.97	79.77	39.95	17.67	89.54	78.01	42.72	20.31	82.55	78.37	45.88	15.74	79.94	77.48	36.96	83	4.418840608	1	4
1773	1	2	96	15.31	101.31	45.44	64.91	18.23	103.28	57.81	62.46	24.49	104.46	62.42	69.47	17.19	104.89	51.46	57.53	84	4.430816799	0	4
1773	1	2	97	90.22	82.91	115.17	25.77	103.13	80.32	117.13	25.28	97.73	82.27	119.23	25.37	88.71	82.84	120.23	26.67	84	4.430816799	0	4
1773	1	3	1	31.91	46.62	104.19	36.18	34.93	44.38	108.55	36.53	38.24	45.91	108.2	35.74	30.63	48.44	106	27.6	2885	7.967280179	1	4
1773	1	4	1	72.98	25.34	60.2	102.08	69.87	29.09	59.75	110.46	66.75	33.99	60.87	104.14	72.54	40.36	56.53	110.01	2459	7.807510042	1	1
1947	1	1	1	26.59	68.13	100.36	51.27	25.15	72.61	97.14	50.35	18.95	75.44	100.26	47.7	16.47	71	97.27	49.29	288	5.66296048	0	2
1947	1	1	2	15.62	45.75	94.36	79.73	17.56	36.18	105.22	81.12	12.78	37.45	105.01	84.08	9.34	38.03	95.83	83.62	391	5.96870756	1	4
1947	1	1	3	33.72	56.94	82.13	68.44	29.45	57.21	82.27	68.94	27.32	57.87	77.2	73.83	25.92	56.45	74.6	72.2	473	6.159095389	1	4
1947	1	1	4	101.88	100.93	61.57	9.57	93.75	105.97	49.33	8.25	101.86	100.49	55.52	16.18	98.4	106.05	46.41	21.49	428	6.059123196	0	4
1947	1	1	5	45.26	36.96	111.73	91.71	42.72	33.98	113.83	91.16	42.33	31.56	112.31	89.23	50.82	40.36	112.97	98.14	628	6.442540167	1	3
1947	1	1	6	20.29	70.18	112.5	48.25	35.2	79.88	109.33	45.82	28.44	85.78	113.24	48.42	28.31	82.59	106.61	47.33	323	5.777652323	0	2
1947	1	1	7	56.92	72.6	39.31	70.88	58.78	70.45	40.11	79.91	55.93	77.17	32.01	79.94	63.23	76.52	38.9	76.29	408	6.011267174	1	1
1947	1	1	8	45.76	69.02	42.77	107.93	46.96	66.51	40.97	109.08	53.68	65.06	40.02	109.19	42.37	62.51	40.42	102.66	471	6.154858094	1	4
1947	1	1	9	110.32	57.96	83.44	97.93	107.38	53.84	87.82	100.32	105.99	55.02	91.11	104.19	99.16	58.39	85.36	98	461	6.133398043	1	4
1947	1	1	10	74.14	87.63	41.43	67.93	68.98	89.17	37.42	70.49	79.68	84.78	41.17	74.06	68.81	85.39	39.28	66.17	329	5.796057751	1	4
1947	1	1	11	83.03	116.82	21.15	87.03	84.21	111.06	22.09	89.67	76.34	115.16	12.89	82.41	80.55	119.12	13.74	86.82	580	6.363028104	0	1
1947	1	1	12	22.22	40.87	70.97	104.75	16.19	35.88	69.31	109.68	15.48	36.05	61.42	105.8	24.78	35.47	66.04	103.77	627	6.440946541	1	3
1947	1	1	13	28.55	62.63	97.91	94.53	40.91	58.7	96.51	107.45	36.74	67.3	99.06	97.2	35.28	61.56	103.87	98.48	382	5.945420609	0	3
1947	1	1	14	67.71	38.32	117.32	102.11	64.43	29.3	110.68	103.49	67.05	34.68	114.96	104.37	66.39	31.68	105.01	98.51	414	6.025865974	1	4
1947	1	1	15	86.34	78.56	47.6	59	85.04	83.04	53.11	55.33	92.87	80.84	49.77	63.36	87.18	78.23	44.03	50.91	286	5.655991811	1	4
1947	1	1	16	87.29	84.22	17.84	60.89	100.49	86.82	19.02	65.93	97.31	91.18	25.39	66.89	88.66	87.65	11.94	70.67	249	5.517452897	1	1
1947	1	1	17	91.76	67.44	72.55	81.14	100.12	70.03	62.33	77.16	96.37	54.87	63.61	77.86	83.99	61.36	58.92	84.2	575	6.354370041	0	3
1947	1	1	18	46.54	117.5	61.34	29.17	42.1	110.49	65.27	28.2	46.1	110.73	65.78	27.71	45.59	101.69	63.99	27.7	177	5.176149733	1	4
1947	1	1	19	96.15	31.81	113.55	63.89	95.58	25.35	103.09	58.99	94.8	28.19	107.58	69.89	97.41	22.84	119.69	60.66	383	5.948034989	1	2
1947	1	2	1	66.74	23.88	29.8	22.36	56.81	24.32	32.71	19.06	61.67	19.24	27.16	20.79	53.08	14.27	23.93	24.76	327	5.789960171	1	4
1947	1	2	2	71.19	25.4	69.65	32.45	67.53	17.98	62.36	32.96	67.36	23.16	59.81	37.43	73.97	20.66	59.38	42.11	465	6.142037406	0	3
1947	1	2	3	46.75	15.56	98.95	23.83	45.11	21.98	96.97	27.77	46.43	26.19	96.23	24.11	50.55	16.93	95.65	13.18	855	6.751101469	0	3
1947	1	2	4	60.47	31.33	117.27	99.55	71.5	39.35	112.25	93.8	66.22	39.84	118.75	100.93	68.06	35.64	114.25	100.32	856	6.752270376	1	1
1947	1	2	5	45.29	118.44	27.07	47.79	47.76	113.05	30.07	57.75	44.45	116.87	27.13	55.59	43.34	111.79	35.32	54.77	834	6.726233402	0	4
1947	1	2	6	37.2	107.26	103.44	60.32	41.28	101.99	98.13	61.14	36.39	107.19	98.22	61.89	32.07	98.81	97.34	55.09	525	6.263398263	0	2
1947	1	2	7	17.44	43.79	48.7	55.91	17.94	51.93	44.66	63.78	17.05	38.82	40.64	63.14	10.89	39.49	41.83	60.58	189	5.241747015	1	4
1947	1	2	8	49.68	25.56	42.17	108.79	49.3	11.41	48.11	102.14	48.4	13.83	44.48	110.59	54.66	11.91	43.01	109.78	250	5.521460918	0	4
1947	1	2	9	64.2	52.59	76.79	12.05	68.79	52.71	55.82	12.84	71.5	49.26	65.96	16.87	68.58	40.38	72.52	23.85	318	5.762051383	1	2
1947	1	2	10	55.12	23.3	98.87	56.14	48.9	27.78	93.74	61.1	51.73	13.07	85.19	54.46	45.43	21.38	89.06	55	395	5.978885765	0	4
1947	1	2	11	92.52	25.49	82.74	42.25	93.36	19.17	81.08	44.12	88.98	25.08	78.74	39.08	97.73	24.49	73.15	49.98	409	6.013715156	0	2
